	textid	text	pair	target
28645	28645	The secretary recognized the doctor , and the scientists believed the student .	The secretary recognized the doctor .	entailment
28646	28646	The lawyer arrived , and the student admired the senator .	The student admired the senator .	entailment
28647	28647	The president mentioned the artists , and the senator advised the student .	The senator advised the student .	entailment
28648	28648	The president supported the scientists , and the athlete helped the lawyers .	The athlete helped the lawyers .	entailment
28649	28649	The students encouraged the actor , and the doctors waited .	The students encouraged the actor .	entailment
28650	28650	The artist thanked the actors , and the judges avoided the doctors .	The judges avoided the doctors .	entailment
28651	28651	The actor performed , and the manager mentioned the athlete .	The manager mentioned the athlete .	entailment
28652	28652	The artists called the scientists , and the tourist encouraged the author .	The artists called the scientists .	entailment
28653	28653	The senator stopped the actor , and the author resigned .	The senator stopped the actor .	entailment
28654	28654	The athletes ran , and the bankers admired the tourists .	The bankers admired the tourists .	entailment
28655	28655	The tourist admired the senator , and the scientist shouted .	The scientist shouted .	entailment
28656	28656	The judges advised the tourist , and the presidents slept .	The judges advised the tourist .	entailment
28657	28657	The professors believed the artist , and the managers recognized the presidents .	The managers recognized the presidents .	entailment
28658	28658	The judge performed , and the student called the manager .	The judge performed .	entailment
28659	28659	The students waited , and the actors slept .	The students waited .	entailment
28660	28660	The manager recommended the bankers , and the artist ran .	The manager recommended the bankers .	entailment
28661	28661	The senators slept , and the scientist contacted the judge .	The scientist contacted the judge .	entailment
28662	28662	The president believed the scientists , and the students contacted the banker .	The president believed the scientists .	entailment
28663	28663	The secretary called the artist , and the scientists waited .	The scientists waited .	entailment
28664	28664	The lawyer thanked the professors , and the actor waited .	The lawyer thanked the professors .	entailment
28665	28665	The president saw the tourists , and the doctor called the professor .	The president saw the tourists .	entailment
28666	28666	The actor arrived , and the professor encouraged the lawyer .	The professor encouraged the lawyer .	entailment
28667	28667	The secretaries slept , and the professor performed .	The professor performed .	entailment
28668	28668	The banker avoided the tourists , and the athlete performed .	The athlete performed .	entailment
28669	28669	The artist helped the students , and the lawyer avoided the author .	The lawyer avoided the author .	entailment
28670	28670	The student recommended the lawyers , and the professors slept .	The student recommended the lawyers .	entailment
28671	28671	The bankers believed the scientists , and the professor shouted .	The professor shouted .	entailment
28672	28672	The president supported the lawyer , and the judges stopped the managers .	The president supported the lawyer .	entailment
28673	28673	The secretaries called the tourist , and the judge danced .	The secretaries called the tourist .	entailment
28674	28674	The secretary resigned , and the artist supported the actor .	The secretary resigned .	entailment
